Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kazakhstan,51.613,53.875,53.888,54.747,54.299,52.054,45.251,40.886,37.909,34.058,32.28,28.982,26.587,26.024,25.805,26.482,28.091,30.012,31.186,30.82,29.575,30.574,32.812,35.086,35.737,31.948,28.343,24.787,23.582,22.056,22.878,21.877
Kenya,127.235,123.761,120.743,117.43,115.827,114.684,116.479,114.78,116.52,115.988,114.962,117.281,114.05,112.337,112.52,109.26,107.551,108.003,106.586,103.526,101.767,97.342,93.702,90.858,86.955,81.426,76.813,72.354,71.298,69.578,64.939,64.185
Kyrgyzstan,50.865,56.149,58.134,65.185,63.957,61.643,59.606,50.871,44.692,39.752,36.096,32.359,31.728,29.212,28.117,27.567,28.622,30.151,31.751,35.129,37.584,43.567,45.369,46.479,47.091,44.121,41.777,39.144,38.73,38.365,36.048,34.697
Cambodia,82.908,89.996,93.565,87.136,77.826,64.868,52.339,49.984,51.268,53.376,54.402,57.032,54.921,51.36,48.923,49.134,48.537,47.897,46.679,46.735,49.316,50.984,52.85,53.473,52.125,49.999,48.646,48.05,47.823,46.894,46.341,45.453
Kiribati,59.382,55.867,51.23,46.636,44.881,44.059,45.333,45.342,45.91,45.907,44.063,42.862,41.494,40.377,41.023,41.149,41.862,43.462,44.76,44.813,44.653,45.192,44.464,43.988,43.368,43.365,43.56,43.559,43.797,43.123,41.865,40.477
Saint Kitts and Nevis,80.441,75.844,70.744,69.943,67.982,68.964,67.828,69.993,71.388,72.675,71.544,67.656,63.815,60.864,58.225,55.716,53.323,50.696,49.141,47.745,46.161,45.142,43.438,42.27,41.802,41.586,41.64,41.163,40.66,40.289,39.388,38.154
South Korea,4.081,3.694,3.412,2.796,2.527,2.306,2.145,2.041,1.971,1.895,1.81,1.71,1.615,1.538,1.493,1.74,2.073,2.292,2.461,2.472,2.789,2.966,3.167,3.226,3.174,2.987,2.838,2.473,2.363,2.387,2.371,2.211
Kuwait,27.376,23.634,23.011,27.393,30.708,32.943,30.568,25.477,21.391,19.326,18.084,17.741,17.514,18.085,17.589,16.735,16.183,15.467,14.837,13.923,12.334,10.236,8.968,8.318,7.908,7.146,6.652,6.248,5.85,5.998,5.934,5.638
Lao,102.956,106.594,107.339,110.586,108.949,107.335,105.201,102.839,100.972,101.944,100.814,98.236,93.236,90.418,91.629,89.72,90.592,92.487,91.877,91.405,89.213,87.866,85.731,84.443,81.074,80.232,79.141,78.08,77.021,76.164,74.572,73.175
Lebanon,50.796,46.595,42.976,38.534,34.863,32.297,30.998,29.328,27.783,26.534,25.208,24.652,24.306,23.654,22.694,21.718,21.092,20.635,20.667,20.755,21.467,21.751,21.922,21.938,22.059,21.994,21.926,21.759,21.299,20.896,20.489,20.306
Liberia,165.303,165.178,161.678,159.277,156.104,155.297,154.082,150.837,150.734,148.866,144.876,143.276,141.184,143.277,142.53,144.336,146.705,149.277,148.382,148.219,146.546,144.7,142.457,142.455,141.714,140.428,137.119,133.981,131.507,128.605,126.41,123.38
Libya,14.348,12.396,11.257,10.167,9.675,9.609,10.051,10.578,11.027,11.601,12.221,8.01,4.817,5.062,5.234,5.481,5.441,5.453,5.394,5.389,5.986,6.572,6.997,7.573,7.663,7.616,7.506,7.347,7.152,7.054,7.011,6.93
Saint Lucia,102.691,98.744,94.68,91.658,87.175,84.444,75.785,69.482,62.849,58.654,57.579,59.389,55.522,52.936,50.923,47.153,45.694,45.207,42.173,41.246,40.43,39.74,39.099,38.761,40.487,39.705,39.327,38.726,38.533,38.493,37.408,36.918
