Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Tonga,,,,,,,98.83406067,,,,,,,,,,98.95388031,,,,,99.33509827,,,,,,,,,,99.40000153
Trinidad and Tobago,98.00980377,,,,,,,,,,98.75,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,83.38509369,,,86.05368042,86.37580872,,87.37573242,87.76075745,88.47577667,,86.06011963,,,,,,,
Turkey,89.84703064,,,,,,,,,,,,,,95.27349091,96.00061798,95.99562073,96.20185852,,96.37770844,97.29981232,97.93498993,98.26290131,98.40136719,98.49678802,98.57562256,98.77583313,98.81996155,,99.07530975,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,77.50640106,,,,,,,,75.46779633,,83.37769318,,,83.20484924,,,,,,
Uganda,,68.1980896,,,,,,,,,,,78.30402374,,,,81.38858795,,,,82.63139343,,79.12303925,,,,,,82.65601349,,,
Ukraine,,,,,,,,,,,,99.74343109,,,,,,,,,,,99.99394226,,,,,,,,,100.0
Uruguay,,,,,,,96.24452972,,,,,,,,,,97.44477844,97.42169189,97.83128357,97.97241974,97.61016846,98.02310944,98.10397339,98.06342316,98.02507019,98.1459198,98.24452972,98.23419189,98.37136078,98.4809494,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,99.16443634,,,,,,,,,,,,,99.99382782,99.98519135,99.99204254,99.99487305,,99.99997711,99.99994659,,99.99994659
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,90.6725235,,,,,,,,,,,93.25744629,,,,,,95.38172913,,95.67536926,,94.50231934,,,,96.65107727,97.03910828,,,,,
Viet Nam,,,,,,,,,,93.91825867,93.93267822,,,,,,,,,95.78533173,,,,,,,,,,96.99069977,,
Vanuatu,,,,,71.76999664,,,,,,,,,,80.48000336,,,,,,,,,,86.18000031,,,,,,,89.80000305
Samoa,,98.41568756,,,,,,,,,,,,,,,,,,,,98.88191986,,,,,,,,,,99.0
Yemen,,,,,56.72475052,,,,,,,,,,73.16000366,,,,,,,,,,,,,,,,,
South Africa,,,,,,,84.07138062,,,,,,,,,,,90.71759033,,94.12145996,94.14385223,94.24508667,94.96372223,,95.28684998,95.39653015,,87.67774963,,95.54537201,,90.67585754
Zambia,73.037323,,,,,,,,,76.25402069,,,80.91285706,,,,,71.31761932,,,88.68402863,,,,,,,,,,91.0,
Zimbabwe,,,88.89337921,,,,,,,,,,,,,,,,,,,87.76480865,,,89.1853714,,,,,,,
